"","GSM1371025","GSM1371026","GSM1371027","GSM1371028","GSM1371029","GSM1371030","GSM1371031","GSM1371032","GSM1371033","GSM1371034"
"SLC25A53",6.50959046529082,6.28203832812411,6.38727214530556,6.51064058919151,4.41090074889912,4.67087822836814,6.12545015169572,6.25404726869525,5.98525955195895,6.03170819117719
"LOXL2",9.99821859137412,10.015814832913,9.62523474607442,9.63353671140679,8.74685943259343,8.71977718331136,8.15798193953536,8.31263399440958,8.06467573916926,8.06974345586712
"ARL2",10.0226170578121,10.127893724806,10.2783523352547,10.2456899272474,10.7174402265613,10.68367863924,9.48119107927374,9.55859504256905,9.64756207149651,9.62961601251737
"LPL",5.94693770284008,6.10637638256991,5.90158121545201,5.89114064205969,4.87313987462223,4.6903634972589,6.00780138553815,6.14833232104646,5.81759831939726,5.82523261272588
"LPP",8.84110214311071,8.79833997839521,8.94052875916774,9.01046806249681,8.4667368691941,8.53287747928984,7.34854837591055,7.60939809514755,7.2505797219182,7.17299750010122
"ARL3",6.58465723883946,6.64335886071676,6.84280675717419,6.57494691897511,5.18560651759239,5.27197430822728,6.81178687634842,6.94572170092234,7.10008559100141,6.9733577779593
"LRP2",9.90902104713079,9.8463090986455,10.0678651756358,10.0644565766052,4.66824373515382,5.17838274581572,7.00099396519714,7.06235666513409,7.13715056476422,7.13115394716729
"LRP3",7.85248757024402,7.86777102172199,7.86030601125021,7.90306554545642,6.36553957799409,6.34248996784906,8.16084269237309,8.40377766075469,8.45874457562938,8.3402047971053
"LRP4",8.56623797564361,8.49644140635974,8.31038218917446,8.25898495434162,6.95765325115081,7.08547735959918,8.03206011174763,8.02516044920637,7.97822538811154,7.92354599373682
"CUEDC1",6.59763190648679,6.68104125311377,6.74444385563205,6.5405124765109,5.04326427191163,4.99063018314474,5.95134965813166,6.10120398003508,6.18348034885558,6.22431288375101
"CTXN1",7.75575415319779,7.61404776531867,7.7067275378973,7.76701312480374,6.76116506249902,6.83337168582962,7.90892300376749,7.8258680701084,7.81805577239549,8.05244490382243
"LSAMP",7.96328892351212,8.11683321169965,8.16715205422099,8.11598621016537,5.83439450021608,5.85419043515407,8.50147019407901,8.72047164501262,8.73795958438411,8.62981121624183
"GTF2H5",6.70637784668911,6.67544095289408,7.07341992900337,6.85246835427494,5.49404423962696,5.96380168837547,7.16916723332079,7.3405595040948,7.30633232888558,7.22685124602137
"LSS",7.23950584836455,7.01111675176147,7.07254715368892,7.28533498170461,5.70242589843957,6.06634252545187,7.86850550177931,7.85705268724596,8.04209539483451,8.09429011709419
"LTBP1",11.5663058836008,11.5677478116173,11.5526993633806,11.5201643405805,9.71885713352373,9.70308926392462,9.68458906468084,9.72201492436119,9.83455974877473,9.76997503198201
"LTBP2",8.4402356196623,8.2142204573581,7.63428982802056,7.46412313926259,6.29832379127458,6.39368543425827,6.64067427294904,6.61004831510851,6.62335710539685,6.74267520508186
"LUM",9.02973722162731,9.01118235760781,8.20180665164827,8.15774956731236,2.7788685704366,2.6670840595696,9.88704277005644,9.62986309050346,8.58938782127115,8.4070948057463
"LY6H",7.43779497341724,7.45615827620201,7.58640996873958,7.57413116898078,6.36328656305819,6.38857239950531,8.80136048568512,8.86866111084628,9.48921623356347,9.36954193123562
"LYN",8.29277125935217,8.25848607594281,8.31170140998299,8.39173261047763,9.2048319967056,9.14388471324724,6.92681106814762,7.10425463261088,6.18245322052687,6.34687807172173
"TACSTD2",9.31811390344213,9.33563910302812,9.24401460588929,9.42331978812372,5.5021955633124,5.51454268383485,4.418711670886,3.83113835803768,3.84358135133485,4.40696316195085
"TM4SF1",8.96800420710506,8.78654927987689,8.20947703283836,8.25336659493945,5.24415237417459,5.14301467722549,6.19114180301818,6.18416069170776,6.52191645688087,6.61392150500776
"EPCAM",9.23548699600349,9.23992338676713,9.22855511490306,9.27711684706237,13.048376381984,13.2473385828669,7.13698489584605,6.65219519274254,7.44925107253935,7.59046759180107
"TAFA1",3.97052684275102,3.54839428700028,4.81677421093973,4.18857797824526,3.54839428700028,3.58325448970602,9.00120307639002,9.18433914500678,9.69840462177766,9.67444132745538
"ARRB1",7.78917788324483,7.83894608307639,7.63865266429489,7.72974302650796,6.797943744005,6.85059262617108,8.14344246259444,8.24037003907265,8.29218678594331,8.33130271209389
"MARCKS",12.4677390555511,12.3587295213396,12.356604186378,12.316637450648,11.0225799771505,11.0183548266413,13.0689240240162,13.0310057030094,13.0705254933015,13.0222640691419
"FNDC9",3.99697247964746,3.4493311851169,3.83170936537305,3.7495096034009,3.89124100305037,3.82937214807289,5.04005371171868,5.4967071633723,5.71093815129521,5.55745685734283
"MXD1",7.4631028795227,7.4573220463706,7.37098110301304,7.47021785468949,6.3781593922737,6.11605609400809,8.29011382475272,8.25277449596516,8.57926599513249,8.46328355829449
"SMAD3",9.62008801066771,9.55397421205322,9.60275514040131,9.6549189784067,7.20609015872367,7.30041972726169,9.2880681934674,9.41371817975633,9.24197998799215,9.25001149864079
"SMAD9",8.02624945347533,7.99430795795933,8.10184625483941,8.14197264456206,6.24142977337387,6.20438376232301,9.18720118064703,9.22126431065393,9.34485123778505,9.29804135358758
"MAF",7.81479304373876,7.91888134042455,7.86958447957485,7.91147244651786,8.21524506016565,8.26445258896806,6.70663247831643,6.8275610610585,6.66104876831745,6.45216185267328
"MAK",7.65234055200116,7.51595496424657,7.84835726116632,7.84156702936445,4.67540956932844,4.7704932920998,6.25108175625105,6.43368793265167,6.37007142452578,6.41926039548557
"STS",6.60649447950113,6.35649979570824,6.66983947015199,6.3152842542339,5.73835667972681,5.64918670374039,6.81223750746653,6.9035194458304,6.70657026482088,6.69320381821463
"MAN1A1",8.9780678513605,8.97836637140741,8.89665994489319,8.80967650597404,6.83441008524177,7.17209928840389,8.06116333718469,7.88833922058621,8.13408519307923,8.06950434196064
"MAN2A2",8.88950876614297,8.92091063432937,8.92295287298242,8.91731147419044,7.42780112154928,7.53667220406232,9.04813861285164,8.99576057249411,8.94580801554812,9.00157743124794
"MAN2A1",10.6340497943477,10.5641770376438,10.5919690097758,10.5625873800535,11.4192581565205,11.442775825004,9.11869677961852,9.1319889844108,9.23917246404965,9.15855841514151
"MAP1A",7.5823294919469,7.68695643518674,7.52058891836443,7.46661107539704,7.43635941029084,7.17634382493383,8.2265518920567,8.3938212154397,8.17852449749655,8.19725934728385
"MAP1B",9.76463111725267,9.97401760112126,9.77315693748477,9.86773485405097,8.60826275818783,8.58940346837512,11.2956257911957,11.1401627485666,11.1122635510428,11.0654917999415
"MAP2",12.1880408601717,12.1624546583585,12.2129136056163,12.1852173633128,7.90918812746534,8.07662391432331,13.1915805643893,13.0999525912812,13.1811970434257,13.1070637012852
"MAP4",6.36796983436642,6.52543439164576,6.82856133351117,6.6622010748869,5.8196606859243,4.94464045189587,10.431162945205,10.2681088219344,10.7137986332457,10.736077420769
"MAP6",10.2612827476732,10.3498969995645,10.4123558865284,10.4030774493716,5.90640225150035,5.60987356950728,11.7148299755268,11.7365624663416,11.6818864099417,11.5667910229999
"MAPT",5.78553476017682,5.86641981337605,5.94222700539359,6.05500114460733,5.5304923092833,5.26259198851382,8.52112805887376,8.64735297374282,9.07167604090207,8.99768670481037
"IDNK",7.57217557767172,7.4047712028362,7.61603187579017,7.57219755512622,6.40474978959003,6.64730434429515,7.88521065389313,7.89166032092986,7.84066164888049,7.90152552546309
"MATN3",5.82280161271556,5.74846045631435,5.70133085494304,5.70103586564497,3.18820326673049,3.6616933388814,4.51466331875415,4.35592565560719,4.31997566268078,4.31134456618176
"DENND6B",7.30650750693911,7.26002273229144,7.38701951998957,7.35137395399705,5.6006001026999,5.85522534698193,8.01013005875785,8.19957267458909,7.97571019131192,8.11276653674587
"MBNL1",9.55107266638225,9.61724647886716,9.56506339527999,9.51540980854307,7.82296891834233,7.79030503049054,9.75495234848906,9.63095815947107,9.72350593975312,9.71184676212825
"MBP",6.42869328062989,6.44269050530347,6.36946106347172,6.58304910406509,7.5349403529798,7.46393505274836,6.64921400209021,6.56567629265036,6.97542901041407,7.16678738462274
"MCAM",9.27424968425938,9.28904333769393,9.08160864421465,9.09962345070453,7.62909738091412,7.50433590999597,7.85263954802556,7.98858320080611,8.09364488062936,8.00493297431722
"CHST6",7.88611155936592,7.74206727016689,8.01504777269781,7.84142930896526,8.7371112807341,8.8350388176953,7.21323407878242,7.38266456734174,7.04482903094496,7.21509310482226
"DNAJB9",8.14358167540687,8.10625617234749,8.10823797586766,8.20521552508785,6.81542481731483,6.94639299707361,8.35406235044424,8.36828244953876,8.68071198232635,8.45836306922557
"ME1",7.04005598800781,6.8204098673658,6.74259985301281,6.49989139209708,5.01187252953335,4.96393787576799,5.93762467138991,5.99419799339061,5.87839415296586,5.93686287609528
"MECP2",7.98923024923472,8.0007483245308,7.98759638188887,8.02558082862155,7.16736359326308,6.88810353240965,8.22305980168353,8.46645395862854,8.38108539647596,8.45459515191001
"MEF2C",7.54839554299178,7.68202911528229,7.20018596256904,7.33450043482592,4.66824373515382,4.75570267189085,7.61441699356389,7.79383636903213,7.83418144928892,7.74756195178351
"MEIS1",10.4357946009968,10.4452599094672,10.5323941153886,10.5528829567115,4.51783641820905,4.46010365755887,10.8103717785958,10.8670415533126,11.1655716257667,11.1813813231133
"MEIS2",11.2466419613683,11.3011610124437,11.3415309548486,11.3487772378576,6.79934236399642,6.86269549031253,12.6908226362952,12.7144050048786,13.1242359047893,13.1130688986168
"MEIS3P1",9.68907061953863,9.7353524065584,9.81893241725139,9.8153338908971,8.08486133811283,8.15439419362976,9.87759733881192,9.82710578829779,10.0149109769566,9.9178965399674
"MEOX1",6.17925003361704,5.7853589012085,6.14261770884984,6.08539908123458,4.72432068670703,5.06901311556944,5.23509731174839,4.982635785161,5.43647824503301,5.28815041652769
"MEST",13.7740256582641,13.7645697661367,13.7426336413567,13.7622553394159,12.7831075719791,12.8032379675184,13.8235089335996,13.7932359875235,13.7403906125826,13.7708590309607
"MET",7.04213234145165,7.09294737516265,6.97538619666015,7.0170752985377,7.74987139021691,7.88188642413812,5.33494853728079,5.06228059429381,5.52343835050794,5.7523672244824
"MFNG",8.10065137617486,8.04387495607396,8.40060409305388,8.39993877155094,6.02248991334544,5.91988088189161,8.50652454680633,8.55842907935191,8.16666724821971,8.16415734434923
"KITLG",9.92613107393083,9.95287851420499,9.87987624972198,9.91882809987047,7.5772672577243,7.48209982087122,10.9958493174394,11.0729892992254,10.536691143417,10.5083805269176
"MGST1",11.8563048721305,11.950329775471,11.8137198733501,11.8452467286716,12.5596860732181,12.558955214603,9.70023108341107,9.84064524608136,10.1959027259803,10.1391649366712
"CD99",10.9330854881307,10.9760697913715,11.0514249766406,11.0675279078164,8.36028881456754,8.22137768564659,10.5570945999515,10.6068255244777,10.6812460943687,10.6849145804225
"MICB",9.44353946988216,9.32036353766456,9.36239219613634,9.43750176720145,9.35458015173743,9.44310326557924,6.91537566463185,7.02870798652634,6.82968780947351,6.86201598411327
"MID1",10.4216535249464,10.4342100031568,10.3903621153758,10.3810360017148,8.5070353201358,8.47796239378276,10.4283499862962,10.4252710342191,10.3947080869436,10.4178024233561
"MITF",6.9983393074968,7.11353058345537,7.10676657394291,7.19357157896169,4.99058402091202,5.0596150610384,6.38192677362917,6.33026946693297,6.74251060633275,6.8413775932188
"ASCL1",8.16035101767155,8.24212462157367,8.45632220123846,8.53272130262608,3.97381559770414,3.90705027972359,12.5295964080238,12.4204009953002,12.7038769718542,12.6625859787623
"MLLT1",10.3401455516259,10.23446985591,10.2802433024908,10.291423887237,9.76268049599744,9.80047477821315,10.8941082289766,10.9739120825994,10.8668876779661,10.9448312442973
"MLLT3",7.7994091604184,7.68254423718862,7.80028130149088,7.72209894147839,5.77953291065399,5.98671210633365,8.19002151348122,8.13791173113437,8.23489577972941,8.03177485527155
"AFDN",7.11180770528344,6.78545557308656,7.10010828613427,7.03514260531651,5.36749923000811,5.45800185087939,8.7605904484375,8.74298821469668,8.62460185193913,8.75500617861812
"MLLT6",7.74665362301171,7.79022477669962,7.78155444172095,7.78667634943675,6.44530262117222,5.96360650405733,8.47992973420907,8.54569984416521,8.39640538048797,8.24688926601997
"MME",5.84085253440915,5.56467313735067,5.25218596776413,5.08156048091545,7.24817571286136,7.32432331152183,5.61130484158484,5.521340811194,4.73874608554998,4.93439655362957
"MMP2",9.98168099400274,9.90053429994977,9.56073567470226,9.43606049474245,8.25248912580764,8.10714381967469,8.07031555601928,8.10151436588305,8.06436386610065,8.05844233792718
"MMP7",7.2505797219182,7.41260955475776,7.08142592479043,7.31451245587093,5.08072458432703,5.17317155643046,4.96546931805468,5.24228170901459,5.15685506218322,5.01377384645307
"LHX8",4.50979339915038,4.83660827665362,4.72559220842816,4.6370923479303,4.70788027312919,4.4561266995661,7.18927230154031,7.16351775933496,7.110238262206,7.09787933122687
"ASGR1",7.36351882226826,7.47503135417458,7.43033403430707,7.61013669002118,6.77142229115233,6.84761727553958,7.84473519460885,8.00398444224148,8.20741309752282,8.24527104649684
"MN1",10.4181791952701,10.4125661709484,10.4538923020001,10.553841851711,9.05898136394003,9.11926957281448,10.0351835695257,10.1579528024172,10.318046576654,10.3777611302753
"MOCS2",7.48083615954827,7.58264508229964,7.58556116536506,7.66226844967921,6.1953414830601,6.51276051656479,7.81897004472687,7.67870045311586,7.97954412799292,7.90936356711504
"CD200",8.56635735051574,8.5705836780037,8.5964736626993,8.59909272742171,7.81307048220608,7.75261009186438,9.20535112776768,9.36048660146661,9.37880982965088,9.40328632360429
"MPP3",6.67936316101168,6.75751656461143,6.95419987662054,6.92420268438754,6.40007691269953,6.37294669081242,7.64199614017556,7.74345172664438,7.67694187103584,7.65432704252553
"ABCC1",10.0083653452481,10.0497989835106,10.0386919192308,10.1147570202036,10.4428654699243,10.467640407615,8.86284049510912,8.88629838901982,8.73305231142566,8.73719631041373
"MXRA7",6.60919990227168,6.22457457340447,6.41370216001339,6.37893461787414,4.71535123610094,4.8962484508773,6.41221484885554,6.68672152270602,6.81771404756004,6.81172147203232
"PRKCQ-AS1",6.36102615116605,6.27666062885975,6.4253792137021,6.58031538794924,7.86815473169874,7.67875561103525,5.54109311667538,5.859011988278,6.02413546875029,5.54820057299765
"LOC440173",9.88730872421025,10.0155083061664,10.2039434713067,10.1423689896085,8.72441374400768,8.61420378096333,10.3251361972873,10.3907112769843,10.6073528170715,10.5302884276551
"UNC13C",5.61357628663131,5.55382470508755,5.91314051586999,5.90640225150035,4.58327434884911,4.62408383961853,6.392091629235,6.8275610610585,7.07071730815604,7.1669432390461
"BAIAP2-DT",9.52503260952526,9.67630256888646,9.70138515793999,9.7643030508459,7.78222287015317,7.63918505676105,9.84784286506264,9.89927850852921,10.0778567527471,10.0313762757898
"PRDM16-DT",7.9306449431135,7.79947389922025,8.15323679494669,8.02640681508419,5.0715817794551,5.19187321684469,9.02563705224667,9.10792204197302,9.10205361736317,9.12472610890827
"MICOS10",7.02225467366942,6.87607237717797,6.89665290455893,7.00903827140755,6.41917719564318,6.42026459380734,7.7414065397479,7.84464386882166,8.0919837371652,8.02244864443364
"MIAT",9.03977483845977,9.07076654450635,9.15781355369342,9.1477317812248,10.1474780034354,10.1274523245801,10.5853332559787,10.6233631928363,10.716950592025,10.6576729449726
"CT75",7.93006560016966,7.98002352528641,7.87554367986877,7.80935068513855,3.87568357843205,4.38121203881971,7.87602380588385,7.89222713457398,7.82809637245881,7.60395767216472
"TMEM150C",7.18308211886845,7.11190430829009,7.42992534212513,7.60205558051113,6.68152292367713,6.79346718924669,8.13959359906735,8.18517317439446,8.67129227323742,8.5677579545098
"GUSBP5",5.87959541364647,5.93968020231317,6.11201356014764,6.13040187441996,6.52167407414953,6.49627301555139,4.77798370329888,5.52145687989698,5.65626850715862,5.36228669648814
"TMEM151B",7.77024706521441,7.92907246453891,7.94017631804764,7.97471497186373,7.77807322211721,7.93023368392242,8.85255876873282,9.11742751168225,9.31541884838379,9.30654413159844
"LOC441179",4.68308962742416,4.5699482882226,4.94616353378877,4.88859656495224,4.28798013903046,3.96143519655009,6.16976828767462,5.61161908259373,6.1495538126007,6.19159620023766
"LOC441204",7.24671142491299,7.34730384339385,7.54150738192215,7.40155955679417,4.44765008037485,4.53779173749249,7.28077101164957,7.30570419818349,7.28798648286268,7.15840949549421
"RP9P",10.0715283005974,10.0591491341895,10.1445669144752,10.0661766379029,8.73676421241958,8.84573995856694,10.1825860901342,10.2575332385182,10.1525095826358,10.2570386534581
"TSPAN11",8.57789543122177,8.47492570840753,8.56564930591398,8.63389746298283,6.62384488342428,6.80683837819294,8.73047630586442,8.81344862904152,8.65575942693313,8.77555931345786
"ZFAS1",8.52481817835895,8.52911160821709,8.53497950887919,8.46344136226972,9.57944425833347,9.56592461573077,8.02453324410209,8.07192988569101,7.78882481476012,7.83024491936678
"MYO1B",9.53814952056521,9.53599104677601,9.48820232258569,9.46977860163397,8.70832413575594,8.80921995872425,10.0140035002838,9.77163313491426,9.72664516181359,9.70586755174607
"MSX1",8.2762270300645,8.23969730094933,7.88107421403543,8.08248345497844,6.55887510018287,6.54092496847889,7.54364813611809,7.53835141936545,7.38069876567797,7.39060610299025
"MT1F",7.89505233481472,8.33270969277778,7.93857494801183,8.00248300001236,12.4157956730834,12.2320579448908,8.72628618469704,8.76558135369441,8.47893941681778,8.51700267069519
"MTHFD1",4.75317844657471,4.65999376178697,4.79440068096692,4.80846923571221,2.96244388670388,3.31674335463389,4.19107149506338,4.67428620335226,4.65671958108713,4.82124072248239
"MTTP",5.20487887021199,4.96397079225082,5.50566962589071,5.49831263676782,5.15189624029964,4.99972129598865,7.56767698054894,7.58353845482494,7.54405279334459,7.7011345506829
"MVD",7.90797034548346,7.89406057306878,7.78836948754675,7.85889821499472,6.9860282075259,7.08000397387338,7.98002352528641,8.08668344556891,7.99781539433278,7.94898446201352
"MVK",7.83643115228034,7.78482791895751,7.73591307186358,7.73897811465869,6.64419151695546,6.80252071181941,7.86061258711884,8.03716084409741,8.0892286067229,8.05354413096215
"ASTN1",8.50128010907731,8.4400994293959,8.60243057677365,8.66519561996457,5.82126901475177,5.75174971359619,8.86625218709448,8.84708593427609,8.98686189835476,8.93152641695372
"MXI1",10.7728044442309,10.8076070105763,10.8365159110673,10.8983970901733,9.07983106511073,9.18609430191484,10.9399269907601,11.0774306148783,11.3552506025761,11.3743949074253
"GADD45B",7.98712576630709,8.05129351508766,7.74165301498607,7.87577815511557,6.71286167823006,6.51490795018025,5.60743774373968,5.85185046998757,6.43835658709114,6.32436072164629
"ZFHX3",8.56956987064555,8.62244065201594,8.65559709829665,8.63450061077584,4.28502398698138,4.494431983448,9.43693682336904,9.53474501176227,9.62439296911227,9.68117928463878
"MYLK",10.4725686866088,10.3615295938102,10.481678047857,10.4154229384422,9.33183315426441,9.34789965375947,9.63886454656335,9.60966663309591,9.24633705330209,9.15168494198791
"MYO1C",8.37708939444976,8.40075534646238,8.3072539673315,8.36231486000294,8.15876494878159,8.05788155987588,6.96912613307429,6.91579003768963,6.92165024622867,6.87122210646381
"MYO1E",7.51452977533985,7.45642604376276,7.56818179009776,7.5479083632247,9.26620129776352,9.21037836628462,6.68647234315906,6.97431746452502,6.86890818988138,6.83485040200776
"MYO5A",8.65077444299051,8.58601860010023,8.82750893281374,8.75288680272862,8.09686857913196,8.00361059857369,9.47581361496795,9.39064771546614,9.51636443601924,9.4160096919422
"MYO5B",5.54265432694743,5.53503870281664,5.50885135637843,5.73369303880507,6.38049977814358,6.54554637488826,5.40807950031456,5.17780576967895,4.68951260970654,4.61760624179026
"MYO10",5.21107494794047,5.4261822992126,4.99541196919898,4.92515055702356,5.83894158859178,5.70984492065332,4.62525480624315,4.51215739930342,4.75484662918202,4.11181761831786
"MYT1",7.50207348395803,7.29263711152484,7.4735767026006,7.2719573975879,6.15122597484023,6.33519006597842,10.1222053948333,10.1417717962426,10.4876407233807,10.2432591132192
"NAB1",10.4598611240094,10.3937343899623,10.3961937237177,10.3649983942477,8.73104728245912,8.62782454410043,10.3646392266982,10.4212650270696,10.3515253158594,10.328733242602
"ATF3",10.1470024325755,10.2296501828085,10.1023587253135,10.0972122680842,7.75379868874601,7.70806188909077,8.55076132538071,8.74185216036126,8.71182502137311,8.69546494211141
"NAP1L2",8.85539116321079,8.69778916114994,8.69920005161656,8.66544171835092,10.1818015115635,10.239766187279,9.5278282329074,9.53475058325317,9.83867385256773,9.70017114041407
"NAP1L3",10.5480352509682,10.5555020872432,10.5887046193963,10.5643166468548,12.0123071179478,12.0364446645657,11.2603979892233,11.2608769042952,11.4073413925457,11.3558431950428
"NCAM1",9.73359876741976,9.77487451061008,9.86269033065393,9.81571071349376,6.86300279595869,7.0498687609351,11.4285821548837,11.4780341192009,11.5677450020717,11.6709494543839
"NDN",11.3996392114892,11.3987962076844,11.4147975712049,11.4388681192325,9.76329900890432,9.67552835887767,11.8801784606293,11.9614505877263,12.0053557714725,12.0651125686899
"NDP",6.6746465680947,6.76441340381261,7.23511314621961,7.03209741911279,3.88483425897707,3.83631433252743,6.08290705391446,5.79128574419441,5.81951133903306,5.87812784421901
"NEB",4.65779145341068,4.15496906476678,3.99067442244201,3.92710252675491,5.43471461068254,5.26773622925917,3.8192371490362,4.24629144631561,4.31668870314149,4.49864567042279
"NEDD4",7.80638703870848,8.01615989102207,7.97136079253205,8.01067292486409,6.02842743474961,6.4515792530586,7.07577893463731,7.1120276483322,7.17728969845434,7.22468342587051
"NEDD9",10.4331928584923,10.2906866755527,10.1594729902992,10.1603965945245,6.28316361854514,6.08402639737525,9.81538227671333,9.81887274580523,9.39934491903941,9.22710564986079
"NEFM",10.0510146558368,10.0299820845142,9.99747747131282,9.99001566602973,10.9271401222601,10.9206600137938,12.5748133889851,12.5939738555011,12.6322069482103,12.5504549930013
"NEFH",6.14352768101222,6.15020951132134,6.31204319624612,6.32442617121171,8.04433580308396,8.09399485943992,5.96334870446538,6.24043246790032,5.56037050919599,5.60597581170831
"NEFL",9.78745988378209,9.79389537770506,9.69519294481365,9.75759207432722,9.7817020333299,9.83137937866701,12.4211812933282,12.2934123467873,12.6345848603418,12.5774948452543
"NELL2",12.6464702778525,12.7276211478611,12.7535026813521,12.7496910556472,10.5288325266007,10.5382908999359,12.0856007754017,12.1422193191908,12.0570876043726,12.0243696347026
"NEO1",9.94900549379013,9.85141111877472,9.99873068851497,9.97571020236391,8.78568029173077,8.77384045806117,9.67807755772756,9.87549195025304,9.80525532615413,9.71316590394452
"NEUROD1",8.64671618241247,8.76719750968422,8.75894260886436,8.69496944845243,4.8371994605718,4.91468819772442,9.22637753549087,9.19501200745138,8.12298164657688,8.1703471253997
"NEUROG1",6.39942370636406,6.44226390187931,6.4415866299691,6.56193231639188,4.99601670322849,4.84480919091342,7.23426136289197,7.48757644573286,6.56223042905995,6.5106405891915
"NF1",7.09903683620943,7.07718915010423,7.02591788920112,7.19554839215583,4.1661900672999,4.27168509835367,7.11014630455487,7.28170120512733,7.54746872790177,7.46514307781697
"ATP1A2",10.1195721234747,10.2866247828488,10.3930565880119,10.3508194726528,9.0106968474208,9.02469652853915,9.67324924062955,9.63949733990263,9.00923955350697,8.98751109426938
"NFIA",4.23156963771623,4.28127402339902,4.17963340603124,4.10493769649079,4.08437358086714,4.06474586440932,5.38913252518912,5.07340303939826,5.79231578624492,5.67559863279947
"NFATC4",8.28345738275222,8.163422199327,8.32051257960054,8.28837028521982,7.0794049537082,7.01652483296381,7.71210426774553,7.88366747229222,7.87166031166273,7.71768496743504
"NFIB",4.16866433046286,3.90974843439036,4.61463463034326,3.90194903919923,7.15989503037355,7.11592111452656,6.48339765597693,6.8123945852519,6.16661347064991,6.2207921239111
"NFKB1",8.25999316695256,8.23701639065663,8.01453223857335,8.16252849609991,6.97375643278199,6.62934164095075,7.64749136163579,7.78071415310925,7.65811711877609,7.85532357470553
"NFKBIA",10.3845972140767,10.4673627676175,10.4470255439622,10.5106886881484,9.33421240978076,9.26049416314068,9.27260790358604,9.43690545367113,9.60835588782207,9.51865813509763
"NFYA",8.87550857971081,8.86579886406058,8.85240012821948,8.88303230507148,7.46073716615688,7.55067899022377,9.37637803839625,9.5248865189692,9.42927745954038,9.53780455065478
"NHLH1",8.62815833807004,8.72987600640049,8.61999647143251,8.61131845847454,6.3140338205981,6.12710400230571,9.28025968114158,9.45836951056215,8.53070389843141,8.42238996519773
"NHLH2",7.53192056518093,7.50918300428669,7.65566759097233,7.51790310841829,5.78344923723644,5.89449917809004,10.1833837595106,10.2276516689641,9.86354577956304,9.73212037015027
"NHS",6.93110456538044,7.02739175312088,7.16570787129695,7.41176255322348,8.11727784618207,8.11502732567039,7.98002352528641,8.16094661670642,8.15276972338463,8.13692889493796
"NID1",10.0454246496128,9.95610063453025,9.94011562151982,9.82404440845001,8.35265112492883,8.52129442359388,8.10363504219773,8.13894055469797,7.96662297705094,7.80596719632006
"NNAT",12.1716513390227,12.1809569153378,12.2959452514144,12.2927179055058,9.08093647959557,9.17458029183114,12.8915226621662,12.9604994038551,12.957037538998,12.8431898402494
"NNMT",9.23064777868433,9.32771733714802,8.60095243267171,8.83035920215654,5.67009434162538,4.88377765348245,7.46487768839597,7.29727063436051,7.52951164685409,7.42228169477391
"NOTCH1",9.98168099400274,9.99919434843695,10.0065846030101,10.0449324323997,8.03116931418706,7.89927972714791,10.0709502857842,10.0545634621833,10.0590091014393,10.0212515432591
"NOVA1",9.40785520394602,9.44166230729741,9.42846698144975,9.43537178030958,8.1476462473883,8.11489936342126,10.1505462547355,10.1258991126181,10.3103373786115,10.2204773704959
"NOVA2",7.43819062385324,7.49245959060828,7.51472301309556,7.45639367826504,6.86424083522282,6.89092924566685,8.0504126609873,8.25712328145475,8.29357570251898,8.23922915484446
"PNP",9.46208622785736,9.47214755164795,9.51115469154632,9.5539168256937,10.1093106950049,10.0143334873211,8.66454754448973,8.7829032556078,8.68887541357607,8.6640435342965
"NPM1",12.1586229125576,12.0986497584017,12.2069069628658,12.1453294381654,12.9411722937915,12.9854147297348,11.4280197087612,11.4323873430064,11.3565783459679,11.3264364370549
"NPPB",10.3031731327589,10.4088184252422,9.89843647287495,9.9259899332916,5.76211929817466,6.26701028446447,6.63506103260598,6.3958121961314,7.74419794544679,7.75586386727646
"NPR3",6.36685513239378,6.46217554161093,6.10824539522498,5.89003175007399,5.27135386037061,5.3596446706575,7.21507950244215,7.44077049904853,7.51145436275881,7.43803440345195
"NPY1R",5.60821799310796,5.48145473288448,5.37970911534663,5.11572470472544,7.86596290407409,7.77116522175716,5.91325293202132,6.08671190288422,5.75351990148293,5.51904474139517
"NPY2R",8.52030648261417,8.41887145310577,8.77677183896223,8.66455298769686,4.04675926874944,3.00843268406431,9.17719496958161,8.98415349551814,9.38425200519911,9.28097872039893
"NRCAM",11.0702406397563,11.0085245373348,11.1551655767614,11.1291500478897,8.32048327617866,8.46712336259444,11.2140031562537,11.2985042461178,11.4132891836798,11.4079142743826
"ATP2B1",9.6666330460617,9.6201499176141,9.63946164200922,9.43587977449639,8.31121364921026,8.46993584514495,9.44623045718606,9.09401472599436,8.85916106404262,8.80848737451189
"NTRK1",4.07083965649929,4.38680972462816,3.84307856695165,3.99144420747459,3.87029380664708,4.29574723841602,6.56156236709372,6.5380598765024,6.89380868053119,6.98403036509544
"NTRK2",4.82524464096045,4.54912733340364,4.79617602089859,4.53660183456904,2.94276784313505,3.52782756969884,6.83378166185484,6.73572440532986,8.03173951727172,8.0132342991831
"NTRK3",6.38617519356323,6.37212790628564,6.48046321719792,6.37169088433146,4.81347150340458,5.72733887508671,7.60573074659836,7.65326237107524,8.16786777619138,7.97105467111372
"ROR2",7.72958881873681,7.64649498103924,7.89402195583013,7.93002580333881,6.05354611220578,6.10110615724592,6.78560621672214,6.75791900091677,7.1948104963846,7.15405321711724
